title,author,date,subjects,geographic_names
"Kelso Abbey, S.E. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins -- East -- Clock towers (towers),"Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"Jedburgh Abbey, S.W. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Grose, Francis, 1731?-1791 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins -- Facades -- South,"Europe, United Kingdom, Scotland, Scottish Borders, Jedburgh Abbey (ruins) -- Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"Kelso Abbey, S.W. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins -- Rivers -- Riverbanks -- South -- North,"Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region) -- Europe, United Kingdom, Scotland, Scottish Borders, Kelso (inhabited place) -- Europe, United Kingdom, Great Britain, Tweed (river)"
"In Wigtown Church, Galloway, 1811 --- at the east end.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Fragments (object portions) -- Tombstones (sepulchral monuments),"Europe, United Kingdom, Scotland, Dumfries and Galloway, Wigtown (general region)"
"Macleod's Tomb in the Chapel at Eye, Lewis.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Tombstones (sepulchral monuments) -- Warriors -- Tunics -- Swords -- Effigies -- Schist -- Rock carvings -- Leaders (people) -- Families -- Scottish,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
Tomb stone in the church yard at Fearn in Ross-Shire.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Tombstones (sepulchral monuments) -- Measurements (dimensions) -- Notes -- Shields,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
Abbot McFayd's Mont. at Fearn.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,"Antiquities (object genre) -- Scottish -- Funerary sculpture -- Monuments -- What is the total number of end users and patrons (that is, FTEs) who need access to library online services? -- Effigies","Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Arch, Whithorn Priory, Galloway.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Whithorn Priory (Whithorn, Scotland)",2005,Antiquities (object genre) -- Scottish -- Arches -- Priories -- Sketches,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Wigtown (general region)"
"Tain, E. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Facades -- East -- Views (visual works),"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Stone dug up in St James's Green near Kelso, now built into the new wall on the Edin. road near the 40 mile stone, 1790.","Cocking, Thomas, active approximately 1783-1791 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Stone (rock) -- Roads -- Walls,"Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"Inscription in the abbey Church of Melrose, 1788.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Inscriptions -- Abbey churches -- Notes -- Stelae,"Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
Slight sketch of the abbey Church of Fearn in Ross-shire.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,"Antiquities (object genre) -- Scottish -- Abbey churches -- Notes -- Aisles -- Chapels (rooms or structures) -- Burial chambers -- What is the total number of end users and patrons (that is, FTEs) who need access to library online services? -- Monuments -- Earls","Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Glenluce, south east view, April 18, 1818.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Glens -- Antiquities (object genre) -- Scottish -- Rivers -- Abbeys -- Ruins -- Cistercian -- People (agents) -- Riverbanks,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Glenluce Abbey (ruins) -- Europe, United Kingdom, Scotland, Dumfries and Galloway, Wigtown (general region) -- Europe, United Kingdom, Scotland, Luce, Water of (river)"
Fragment of a monumental inscription built into the wall near the foot of the steps at the West End of the Church of Tain.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Inscriptions -- Monuments -- Fragments (object portions),"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Roxburgh Castle, 1784.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Ruins -- Hills,"Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
Roxburgh Friary.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Friaries -- Convents (nunneries) -- Franciscan -- Ruins,"Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"Sculptural details from Dundrennan and Glenluce Abbeys, Wigtownshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Details (components) -- Effigies -- Knights -- Walls -- Chapter houses -- Abbeys -- Tombs -- Vaults (structural elements),"Europe, United Kingdom, Scotland, Dumfries and Galloway, Wigtown (general region)"
"St Duthac's Chapel, Tain, Ross-shire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Chapels (rooms or structures) -- Antiquities (object genre) -- Scottish -- Ruins -- Estuaries -- Boats -- People (agents),"Europe, United Kingdom, Scotland, Ross and Cromarty (general region) -- Europe, United Kingdom, Scotland, Highland, Dornoch Firth (estuary)"
Collegiate Church at Tain in Ross-shire - S.W. View - Sept 1815.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Entrances -- Windows -- Arches -- Burial chambers -- Views (visual works) -- Southwest,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Remains of St. Mary's Chapel, on the Shiant Isles, July 6, 1818.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Chapels (rooms or structures) -- Ruins -- Bays -- Rock -- Ships -- People (agents),"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Tomb of Walderus, 2d Abbot of Melros, who died in 1159.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,"Antiquities (object genre) -- Scottish -- Cistercian -- Tombs -- What is the total number of end users and patrons (that is, FTEs) who need access to library online services? -- Notes -- High altars -- South -- Copies (derivative objects)","Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"Tain, from the North-East - 27th Septr 1815.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Rural areas -- Chapels (rooms or structures) -- Collegiate churches -- Antiquities (object genre) -- Scottish -- Towns -- Tollbooths -- Academies (institutions),"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Col. Church, Tain, from the South East - Aug. 1819.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Villages -- Prospects (views) -- Southeast,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Interior of Melrose Abbey, Roxburghshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Interiors -- Drawings (visual works),"Europe, United Kingdom, Scotland, Scottish Borders, Melrose Abbey (ruins) -- Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"Manuall Nunnery, 1784.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Convents (nunneries) -- Ruins -- Details (components),"Europe, United Kingdom, Scotland, Stirling (unitary authority)"
"Manuall Abbey, Stirlingshire, July 23, 1782.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ruins -- Priories -- Convents (nunneries),"Europe, United Kingdom, Scotland, Stirling (unitary authority)"
"Melrose, from a sketch by Mr Blore.","Blore, Edward, 1787-1879 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Copies (derivative objects) -- Abbeys -- Drawings (visual works),"Europe, United Kingdom, Scotland, Scottish Borders, Melrose Abbey (ruins) -- Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"South-East View Cambuskenneth, 1784.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins -- Views (visual works) -- Southeast,"Europe, United Kingdom, Scotland, Stirling (unitary authority) -- Europe, United Kingdom, Scotland, Stirling, Cambuskenneth Abbey (ruins)"
"Cambuskenneth Abbey. S.W. View, Jul. 4, 1789.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins -- Views (visual works) -- Southwest,"Europe, United Kingdom, Scotland, Stirling (unitary authority) -- Europe, United Kingdom, Scotland, Stirling, Cambuskenneth Abbey (ruins)"
Part of Cambuskenneth Abbey - West View.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins -- Views (visual works) -- West -- Doorways -- Arches,"Europe, United Kingdom, Scotland, Stirling (unitary authority) -- Europe, United Kingdom, Scotland, Stirling, Cambuskenneth Abbey (ruins)"
"Whithorn, south side, near the west end, 1811.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Arches -- Windows -- Doors -- Replacement -- Architectural elements,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Whithorn (inhabited place) -- Europe, United Kingdom, Scotland, Dumfries and Galloway, Wigtown (general region)"
"East view 1811, Wigtown Church Galloway.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Views (visual works) -- East,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Wigtown (general region)"
"Melrose, from a sketch by Mr Blore.","Blore, Edward, 1787-1879 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Copies (derivative objects) -- Sketches -- Abbeys,"Europe, United Kingdom, Scotland, Scottish Borders, Melrose Abbey (ruins) -- Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
Cambuskenneth Abby.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins,"Europe, United Kingdom, Scotland, Stirling (unitary authority) -- Europe, United Kingdom, Scotland, Stirling, Cambuskenneth Abbey (ruins)"
"Kelso Abbey, Roxburghshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Engravings (prints) -- Abbeys,"Europe, United Kingdom, Scotland, Scottish Borders, Roxburgh (general region)"
"Cambuskenneth Abbey, 9th July 1791.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Abbeys -- Campaniles -- Scales (rules) -- Compasses (direction indicators),"Europe, United Kingdom, Scotland, Stirling (unitary authority)"
Fair sketch of north side of Inchmahome.,"Stirling, William MacGregor -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- North -- Priories -- Lakes,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Stirling, Menteith, Lake of (lake)"
Strathfillan.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Abbey churches -- Antiquities (object genre) -- Scottish -- Notes -- Measurements (dimensions) -- Ruins -- Chapels (rooms or structures),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Monastery of Inchmahome, north view, July 8, 1879.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Hand coloring -- Antiquities (object genre) -- Scottish -- Monasteries -- Lakes -- Priories -- Sail boats,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Stirling, Menteith, Lake of (lake)"
West face of Inchmahome Priory.,"Stirling, William MacGregor -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Views (visual works) -- West -- Doors -- Copies (derivative objects) -- Arches -- Men (male humans),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Cross about three miles from Perth, on the road to Huntingtower.","Grose, Francis, 1731?-1791 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Copies (derivative objects) -- Drawings (visual works) -- Wayside crosses -- Roads -- Crucifixes,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Chapel of Holyroodhouse.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Chapels (rooms or structures) -- Palaces,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Earl’s Palace, Kirkwall, Orkney.","Columbine, Edward Henry, 1762-1811 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Hand coloring -- Antiquities (object genre) -- Ruins -- Palaces -- Scottish -- Drawings (visual works),"Europe, United Kingdom, Scotland, Orkney, Mainland island, Kirkwall (inhabited place) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"St Nicholas's Hospital, & part of the Bishop's Palace.","Wilson, Alexander, bookseller in Glasgow -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Bishops (prelates) -- Palaces -- Antiquities (object genre) -- Scottish -- Hospices,"Europe, United Kingdom, Scotland, South Lanarkshire, Lanark (general region)"
View of Dunkeld from an original drawing.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Copies (derivative objects) -- Drawings (visual works) -- Cathedrals,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Trinity College Church, Edinburgh.","Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Ground plans -- Almshouses -- Scales (rules) -- Compasses (direction indicators),"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Restalrig Loch, Edinburghshire, No. 99.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Logan family",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Lakes -- Ruins,"Europe, United Kingdom, Scotland, Midlothian (unitary authority) -- Europe, United Kingdom, Scotland, Edinburgh, Restalrig (inhabited place)"
Old Church of Torphichen.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Knights of St. John of Jerusalem in Scotland",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Ground plans -- Keys (texts) -- Corporate headquarters,"Europe, United Kingdom, Scotland, West Lothian (unitary authority)"
Plan of the City of Perth.,"Stobie, James -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Morison, James, 1762-1809",2005,Antiquities (object genre) -- Scottish -- Insets -- Cities -- Urban planning -- Medieval (European) -- Details (components) -- Development (function) -- Annotations,"Europe, United Kingdom, Scotland, Perth and Kinross, Perth (inhabited place) -- Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Bruar Water, Duke of Athol.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Bridges (built works) -- Waterfalls (natural bodies of water) -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross, Bruar, Falls of the (waterfall)"
"Inchmahome, west view, 1789.","Sandby, Paul, 1731-1809 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Hand coloring -- Antiquities (object genre) -- Monasteries -- Priories -- Side views -- West -- Scottish -- Arches -- Ornaments,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Old Church of Corstorphine.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Keys (texts),"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
Cathedral of St. Giles.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Morton, Alexander, of Dunfermline, active 1813-1817",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Scales (rules) -- Keys (texts),"Europe, United Kingdom, Scotland, Edinburgh, Edinburgh (inhabited place) -- Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Plan of St Magnus’ Cathedral, Kirkwall, Orkney.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Views (visual works) -- Ground plans,"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
Carmelite Church Queensferry 1813.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Carmelite -- Churches (buildings),"Europe, United Kingdom, Scotland, West Lothian (unitary authority)"
"Perth, 1783.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Smeaton, John, 1724-1792",2005,Antiquities (object genre) -- Scottish -- Rivers -- Georgian (British Renaissance-Baroque style) -- Arch bridges,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Tay (river)"
"Strathfillan, looking West, Sept. 8, 1820.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbey churches -- Ruins -- Notes,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Hamilton Col. Ch. Oct. 15. 1800.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Collegiate churches -- Measurements (dimensions) -- Feet (measurements),"Europe, United Kingdom, Scotland, South Lanarkshire, Lanark (general region)"
Weigh House.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Weigh-houses -- Buildings (structures) -- Capital cities,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Tron Church, Edinburgh.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Spires,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Inchaffray Abbey, near Perth 1781.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
West Door of the Cross Church of Peebles.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Doors -- West,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
"West End of the Cross Church, Peebles.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Churches (buildings) -- Doorways -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
"Palace and ruins of the Chapel of Holyroodhouse, from the north west.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Palaces -- Ruins -- Chapels (rooms or structures) -- Abbeys,"Europe, United Kingdom, Scotland, Midlothian (unitary authority) -- Europe, United Kingdom, Scotland, Edinburgh, Edinburgh, Holyrood Palace (palace) -- Europe, United Kingdom, Scotland, Edinburgh, Arthur's Seat (hill)"
North East view of Dunblane Cathedral.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Views (visual works) -- Naves -- Northeast,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Dunblane Cathedral.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Ruins -- Views (visual works) -- Towers (building divisions) -- Naves -- Graveyards -- Headstones (tombstones),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
View of Dunkeld from an original drawing.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Drawings (visual works) -- Copies (derivative objects) -- Cathedrals -- Views (visual works) -- South,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Stob-Hall a seat of Mr Drummond, of Perth.","Pyet, David Blackmore, 1758-approximately 1795 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Mansions -- Engravings (prints) -- Rivers,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Tay (river)"
Quod Inschemachame.,"Stirling, William MacGregor -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Poems,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Palace of Scone.,"Rutherford, A. -- Ainslie, J. -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Palaces -- Stuart,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross, Scone Palace (estate)"
Edinburgh Castle.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Rock -- Bridges (built works),"Europe, United Kingdom, Scotland, Midlothian (unitary authority) -- Europe, United Kingdom, Scotland, Edinburgh, Edinburgh, Edinburgh Castle (castle)"
"Edinburgh, 1784.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Panoramas -- Capital cities -- Hills,"Europe, United Kingdom, Scotland, Edinburgh, Edinburgh (inhabited place) -- Europe, United Kingdom, Scotland, Midlothian (unitary authority) -- Europe, United Kingdom, Scotland, Edinburgh, Arthur's Seat (hill)"
"Inscribed stone in South Leith Church, Midlothian.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Stone (rock) -- Inscriptions -- Numbers -- Crowns (costume components) -- Maces,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Crighton Castle, Mid Lothian.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Ruins,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
Plan of the City of Perth.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Stobie, James -- Morison, James, 1762-1809",2005,Antiquities (object genre) -- Scottish -- Cities -- Insets -- Revising,"Europe, United Kingdom, Scotland, Perth and Kinross, Perth (inhabited place) -- Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
North door Cross Church Peebles.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Doors -- North,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
"Paisley, S.W.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Views (visual works) -- Southwest,"Europe, United Kingdom, Scotland, Renfrew (general region)"
"Sculpted stone in the Trinity almshouse, Leith, Midlothian.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Almshouses,"Europe, United Kingdom, Scotland, Edinburgh, Leith (inhabited place) -- Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Strathfillan, N.W. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbey churches -- Ruins -- Hills,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Cross Church, Peebles - Oct 1800 - North West View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Churches (buildings) -- Antiquities (object genre) -- Scottish -- Ruins -- Views (visual works) -- Northwest,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
Restalrig Old Church.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Morton, Alexander, of Dunfermline, active 1813-1817",2005,Antiquities (object genre) -- Churches (buildings) -- Hexagons -- Ribbed vaults -- Scottish -- Compass points -- Ground plans,"Europe, United Kingdom, Scotland, Edinburgh, Edinburgh (inhabited place) -- Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"House at Kirkwall in Orkney built by Pat[ric]k Stewart, Earl of Orkney & Shetland in 1600.","Columbine, Edward Henry, 1762-1811 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Castles (fortifications) -- Ruins -- Antiquities (object genre) -- Scottish -- Copies (derivative objects),"Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"Strathfillan Priory, N. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ruins -- Abbey churches,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Collegiate Church of St Andrew at Peebles - N.E. View.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Views (visual works) -- Northeast,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
"Mony. of the Holy Cross, Peebles, N.W. view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Monasteries -- Ruins,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
Monument to the memory of Lord Badenoch.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Notes -- Annotations -- Scottish -- Monuments -- Knights (landholders) -- Armor (protective wear),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Elcho Nunnery, near Perth, S.E. vew.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cistercian -- Priories -- Ruins -- Convents (nunneries),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
